id_venta,fecha,producto,marca,categoria,precio,cantidad,garantia_meses,stock_dias,calificacion,canal,devolucion,total,opinion_usuario
427.0,2023-12-28,Tablet,Lenovo,computo,5911.11,,35.0,8.0,2.0,tienda,si,23644.44,Entrega rápida y producto original
428.0,2023-12-29,Teclado,Dell,moviles,3785.84,3.0,33.0,50.0,1.0,tienda,no,11357.52,El pedido llegó incompleto
429.0,2023-12-31,SSD,Lenovo,moviles,1897.42,3.0,9.0,118.0,3.0,tienda,si,,Entrega rápida y producto original
430.0,2024-01-02,Impresora,Dell,computo,"3488,03",1.0,15.0,91.0,"1,00",marketplace,no,3488.03,Demoraron en atender la garantía
431.0,2024-01-04,Router,HP,perifericos,,3.0,2.0,76.0,5.0,web,si,13890.9,
432.0,2024-01-05,Audifonos,HP,perifericos,,2.0,-10.0,98.0,2.0,web,no,12229.96, ENTREGA RÁPIDA Y PRODUCTO ORIGINAL 
433.0,2024-01-07,Tablet,Samsung,computo,-2426.47,3.0,26.0,66.0,1.0,web,no,7279.41,Recibí un producto diferente
434.0,2024-01-09,Impresora,Asus,,"5765,62",2.0,27.0,,2.0,tienda,no,11531.24,Excelente atención técnica
435.0,2024-01-10,Impresora,Logitech,redes,4109.02,3.0,18.0,46.0,5.0,,si,12327.06,Buen precio y garantía
436.0,2024-01-12,SSD,Dell,redes,5674.57,2.0,32.0,4.0,4.0,marketplace,no,11349.14,Mala atención postventa
437.0,2024-01-14,Monitor,Xiaomi,perifericos,5549.25,3.0,20.0,65.0,1.0,tienda,si,16647.75,El producto presentó fallas
438.0,2024-01-15,Monitor,Dell,redes,1867.78,,30.0,17.0,1.0,web,,7471.12,
439.0,2024-01-17,Monitor,Lenovo,computo,3666.56,2.0,1.0,43.0,-2.0,web,no,7333.12,Buen precio y garantía
440.0,2024-01-19,Impresora,Dell,computo,928.74,4.0,34.0,70.0,3.0,web,no,3714.96,Demoraron en atender la garantía
441.0,2024-01-21,Audifonos,Lenovo,computo,"4259,49",1.0,22.0,75.0,1.0,marketplace,no,4259.49,Entrega rápida y producto original
442.0,2024-01-22,Mouse,,perifericos,1400.59,3.0,24.0,38.0,2.0,web,si,4201.77, EXCELENTE ATENCIÓN TÉCNICA 
443.0,2024-01-24,Laptop,HP,moviles,1543.27,2.0,30.0,,2.0,tienda,si,3086.54,Producto funcionando perfectamente
,2024-01-26,Router,HP,redes,1812.6,1.0,32.0,88.0,3.0,marketplace,si,1812.6,Excelente atención técnica
445.0,2024-01-27,Tablet,Apple,redes,6419.62,4.0,19.0,,,tienda,si,25678.48,Entrega rápida y producto original
446.0,2024-01-29,Router,,redes,3349.55,1.0,13.0,68.0,,tienda,si,3349.55,Excelente atención técnica
447.0,2024-01-31,Teclado,Apple,perifericos,2263.64,3.0,33.0,88.0,5.0,web,no,6790.92,Producto funcionando perfectamente
448.0,2024-02-02,,Logitech,almacenamiento,3244.3,4.0,3.0,48.0,3.0,web,si,12977.2,Recibí un producto diferente
449.0,2024-02-03,Teclado,Asus,moviles,4737.62,3.0,17.0,111.0,3.0,marketplace,si,14212.86,Demoraron en atender la garantía
450.0,2024-02-05,Mouse,Asus,perifericos,3270.65,"1,00",36.0,101.0,1.0,web,no,3270.65,Entrega rápida y producto original
451.0,2024-02-07,Router,Logitech,almacenamiento,,"2,00",13.0,16.0,2.0,tienda,no,4916.98,Buen precio y garantía
452.0,2024-02-08,SSD,Dell,almacenamiento,2263.14,4.0,35.0,58.0,4.0,marketplace,no,"9052,56",Producto funcionando perfectamente
453.0,2024-02-10,Tablet,Apple,almacenamiento,2966.7,,6.0,21.0,4.0,web,no,2966.7,Entrega rápida y producto original
454.0,2024-02-12,Impresora,,almacenamiento,991.33,1.0,"16,00",75.0,4.0,tienda,si,991.33,Buena asesoría antes de comprar
455.0,2024-02-13,Impresora,Samsung,perifericos,,4.0,22.0,112.0,3.0,web,no,6887.36,Producto funcionando perfectamente
456.0,2024-02-15,Celular,Samsung,redes,3162.53,3.0,26.0,,,marketplace,no,9487.59,todo bien
457.0,2024-02-17,Tablet,,redes,1437.81,3.0,17.0,108.0,"1,00",tienda, SI ,4313.43,Entrega rápida y producto original
458.0,2024-02-19,Celular,Lenovo,computo,5032.01,2.0,24.0,35.0,4.0,web,si,10064.02,buena asesoría antes de comprar
459.0,2024-02-20,Audifonos,Lenovo,almacenamiento,665.77,3.0,5.0,18.0,5.0,tienda,no,1997.31,Entrega rápida y producto original
460.0,2024-02-22,SSD,Dell,perifericos,5010.42,1.0,10.0,57.0,,tienda,no,5010.42,Recibí un producto diferente
461.0,2024-02-24,Router,Lenovo,computo,4836.45,2.0,26.0,92.0,1.0,web,no,9672.9,Recibí un producto diferente
462.0,2024-02-25,SSD,Asus,redes,5861.58,4.0,1.0,,4.0,web,no,23446.32,Demoraron en atender la garantía
463.0,2024-02-27,SSD,Apple,moviles,2900.26,3.0,8.0,114.0,2.0,marketplace,no,8700.78,Mala atención postventa
464.0,2024-02-29,Router,Xiaomi,almacenamiento,1631.79,4.0,8.0,103.0,4.0,marketplace,no,6527.16,Buena asesoría antes de comprar
465.0,2024-03-01,Teclado,Logitech,redes,4372.83,1.0,4.0,19.0,3.0,tienda,no,4372.83,El producto presentó fallas
466.0,2024-03-03,Monitor,,redes,5782.03,3.0,,27.0,"3,00",,no,17346.09,Demoraron en atender la garantía
467.0,2024-03-05,Router,Lenovo,moviles,54.59,2.0,12.0,45.0,4.0,marketplace,si,109.18,Entrega rápida y producto original
468.0,2024-03-07,Celular,Samsung,moviles,"2576,85",3.0,9.0,106.0,2.0,web,si,7730.55,Recibí un producto diferente
469.0,2024-03-08,Audifonos,Logitech,perifericos,129.44,3.0,19.0,112.0,4.0,marketplace,si,388.32,Excelente atención técnica
470.0,2024-03-10,Celular,,almacenamiento,832.13,4.0,8.0,28.0,2.0,web,si,3328.52,Producto funcionando perfectamente
471.0,2024-03-12,Monitor,Asus,computo,4224.91,2.0,23.0,94.0,,marketplace,si,8449.82,Excelente atención técnica
,2024-03-13,Router,Dell,almacenamiento,4453.62,,21.0,39.0,1.0,tienda,si,17814.48,Entrega rápida y producto original
473.0,2024-03-15,Router,Xiaomi,redes,4744.28,3.0,27.0,93.0,2.0,web,si,14232.84,Entrega rápida y producto original
474.0,2024-03-17,Impresora,Lenovo,perifericos,5785.27,4.0,10.0,84.0,3.0, TIENDA ,no,23141.08,Buena asesoría antes de comprar
475.0,2024-03-19,Monitor,Xiaomi,moviles,164.25,4.0,18.0,34.0,1.0,web,no,657.0,Entrega rápida y producto original
476.0,2024-03-20,Monitor,Samsung,moviles,-4569.08,1.0,22.0,28.0,2.0,web,no,,Buen precio y garantía
477.0,2024-03-22,Audifonos,Samsung,perifericos,,2.0,32.0,88.0,,tienda,si,3340.74,Excelente atención técnica
478.0,2024-03-24,Audifonos,Xiaomi,redes,4982.35,2.0,35.0,55.0,1.0,web,si,9964.7, BUEN PRECIO Y GARANTÍA 
479.0,2024-03-25,Mouse,Xiaomi,computo,5142.02,2.0,20.0,79.0,1.0,marketplace,si,10284.04,Excelente atención técnica
480.0,2024-03-27,Impresora,Xiaomi,perifericos,1610.46,4.0,10.0,34.0,1.0,tienda,si,6441.84,entrega rápida y producto original
481.0,2024-03-29,SSD,,perifericos,4990.0,1.0,6.0,-115.0,3.0,marketplace,no,4990.0,Excelente atención técnica
482.0,2024-03-30,Laptop,Lenovo,moviles,317.41,,6.0,95.0,5.0,marketplace,si,952.23, ENTREGA RÁPIDA Y PRODUCTO ORIGINAL 
483.0,2024-04-01,Monitor,Lenovo,almacenamiento,6162.73,2.0,18.0,11.0,1.0,tienda,no,12325.46,Buen precio y garantía
484.0,2024-04-03,Mouse,Dell,moviles,5213.01,3.0,7.0,,5.0,marketplace,si,15639.03,Entrega rápida y producto original
485.0,2024-04-05,SSD,Dell,perifericos,3362.83,4.0,14.0,24.0,4.0,marketplace,no,13451.32,Producto funcionando perfectamente
486.0,2024-04-06,Teclado,HP,redes,4438.08,"3,00",16.0,11.0,3.0,marketplace,si,13314.24,Entrega rápida y producto original
487.0,2024-04-08,SSD,Asus,redes,4943.62,4.0,28.0,10.0,3.0,,si,19774.48,Producto funcionando perfectamente
488.0,2024-04-10,Tablet,Lenovo,redes,3466.8,,4.0,73.0,3.0,marketplace,si,,Buena asesoría antes de comprar
489.0,2024-04-11,SSD,Xiaomi,almacenamiento,343.29,2.0,16.0,76.0,5.0,web,si,"686,58",Buen precio y garantía
490.0,2024-04-13,Router,,perifericos,,4.0,28.0,71.0,"5,00",web,si,19254.4,Recibí un producto diferente
491.0,,,HP,perifericos,6309.71,4.0,"31,00",56.0,2.0,marketplace,no,25238.84,
492.0,2024-04-17,Monitor,Logitech,moviles,52.91,4.0,9.0,51.0,2.0,web,si,211.64,Entrega rápida y producto original
493.0,2024-04-18,Impresora,Apple,almacenamiento,2530.55,,34.0,69.0,2.0,tienda,no,2530.55,
494.0,2024-04-20,Router,Xiaomi,redes,1969.58,2.0,17.0,44.0,5.0,web,no,3939.16,Buena asesoría antes de comprar
495.0,2024-04-22,Monitor,Dell,almacenamiento,2793.87,3.0,26.0,,-2.0,web,si,8381.61,Buena asesoría antes de comprar
496.0,2024-04-23,Laptop,Dell,computo,3796.43,2.0,12.0,103.0,5.0,web,no,7592.86,Producto funcionando perfectamente
497.0,2024-04-25,Audifonos,Xiaomi,perifericos,5157.13,3.0,0.0,6.0,2.0,marketplace,no,15471.39,Buen precio y garantía
498.0,2024-04-27,Impresora,Asus,moviles,2746.55,4.0,12.0,63.0,"1,00",web,si,10986.2,Demoraron en atender la garantía
499.0,2024-04-28,Teclado,HP,redes,"2937,06",4.0,21.0,"44,00",2.0,,si,11748.24,Recibí un producto diferente
500.0,2024-04-30,Mouse,,almacenamiento,3408.23,3.0,,79.0,4.0,web,si,10224.69,El pedido llegó incompleto
501.0,2024-05-02,,Xiaomi,perifericos,6281.28,1.0,21.0,83.0,2.0,tienda,no,6281.28,
502.0,2024-05-04,Impresora,Samsung,moviles,4348.65,1.0,16.0,100.0,5.0,marketplace,si,,Excelente atención técnica
503.0,2024-05-05,SSD,Lenovo,perifericos,3021.17,2.0,6.0,50.0,1.0,tienda,no,6042.34,Buena asesoría antes de comprar
504.0, 2024-05-07 ,Router,Lenovo,redes,6325.81,3.0,14.0,83.0,2.0,web,si,18977.43,Recibí un producto diferente
505.0,2024-05-09,Audifonos,Lenovo,redes,6356.07,,15.0,51.0,3.0,tienda,no,12712.14,
506.0,2024-05-10,Monitor,HP,moviles,1000.77,3.0,32.0,84.0,2.0,marketplace,si,3002.31,Buena asesoría antes de comprar
507.0,2024-05-12,Mouse,HP,moviles,5560.04,3.0,5.0,51.0,1.0,marketplace,no,16680.12,
508.0,2024-05-14,Impresora,Samsung,moviles,5985.38,2.0,,13.0,2.0,tienda,no,11970.76,Buena asesoría antes de comprar
509.0,2024-05-15,Mouse,Apple,redes,5623.11,1.0,28.0,83.0,1.0,tienda,no,5623.11,Recibí un producto diferente
510.0,2024-05-17,Tablet,Samsung,perifericos,5639.63,2.0,-9.0,20.0,,marketplace,si,11279.26,Producto funcionando perfectamente
511.0,,Mouse,,computo,-6035.62,-2.0,26.0,64.0,2.0,,si,12071.24,Excelente atención técnica
512.0,2024-05-21,Audifonos,Samsung,perifericos,1321.58,1.0,19.0,4.0,5.0,web,no,1321.58,Producto funcionando perfectamente
513.0,2024-05-22,,Apple,computo,2456.92,-3.0,"15,00",98.0,2.0,marketplace,si,7370.76,El producto presentó fallas
514.0,2024-05-24,SSD,Samsung,almacenamiento,4763.78,1.0,30.0,47.0,"4,00",marketplace,si,4763.78,Buen precio y garantía
515.0,2024-05-26,Monitor,Logitech,moviles,1334.88,1.0,29.0,8.0,5.0,web,si,1334.88,Mala atención postventa
516.0,2024-05-27,Router,Logitech,moviles,1817.3,3.0,7.0,23.0,2.0,web,si,5451.9,Buena asesoría antes de comprar
517.0,2024-05-29,Impresora,,computo,1431.29,1.0,10.0,52.0,4.0,web,no,1431.29,Demoraron en atender la garantía
518.0,,Mouse,,almacenamiento,3373.36,,33.0,68.0,3.0,tienda,si,3373.36,
519.0,2024-06-02,Teclado,Lenovo,computo,4582.75,1.0,16.0,61.0,4.0,marketplace,no,4582.75,Buena asesoría antes de comprar
520.0,,,Samsung,computo,6332.84,1.0,18.0,36.0,4.0,web,si,6332.84,El pedido llegó incompleto
521.0,2024-06-05,Celular,Asus,almacenamiento,841.72,2.0,15.0,31.0,3.0,marketplace,no,1683.44,Demoraron en atender la garantía
522.0,2024-06-07,Router,Asus,perifericos,,4.0,15.0,3.0,2.0,marketplace,si,137.92,Mala atención postventa
523.0,2024-06-08,SSD,asus,,2443.45,3.0,32.0,"20,00",5.0,web,,7330.35,Buen precio y garantía
524.0,2024-06-10,Tablet,HP,almacenamiento,128.04,1.0,13.0,110.0,4.0,web,si,128.04,Buena asesoría antes de comprar
525.0,2024-06-12,Impresora,Lenovo,computo,1373.03,1.0,16.0,,4.0,tienda,si,,Excelente atención técnica
526.0,2024-06-13,Tablet,Lenovo,perifericos,-1833.65,1.0,30.0,"14,00","4,00",marketplace,si,1833.65,Excelente atención técnica
527.0,2024-06-15,Impresora,Lenovo,moviles,"2480,23",-2.0,21.0,94.0,2.0,tienda,si,"4960,46", ENTREGA RÁPIDA Y PRODUCTO ORIGINAL 
528.0,2024-06-17,ssd,Lenovo,,726.92,3.0,-8.0,95.0,5.0,web,si,,Buen precio y garantía
529.0,2024-06-19,Monitor, ASUS ,redes,,2.0,6.0,11.0,3.0,web,si,2585.16,Buena asesoría antes de comprar
530.0,2024-06-20,SSD,HP,moviles,5123.74,1.0,2.0,48.0,5.0,tienda,no,5123.74,Buena asesoría antes de comprar
531.0,2024-06-22,Teclado,Apple,perifericos,5930.06,4.0,22.0,119.0,5.0,,no,23720.24,
532.0,2024-06-24,SSD,Asus,moviles,,2.0,21.0,4.0,3.0,marketplace,si,7970.7,Buen precio y garantía
533.0,2024-06-25,Tablet,,computo,818.75,1.0,16.0,0.0,1.0,marketplace,no,-818.75,Producto funcionando perfectamente
534.0,2024-06-27,Laptop,Logitech,,3021.52,-4.0,8.0,"21,00",1.0,web,,12086.08,Excelente atención técnica
535.0,2024-06-29,SSD,Lenovo,computo,3912.49,1.0,30.0,83.0,1.0,web,no,3912.49,Entrega rápida y producto original
536.0,2024-07-01,Tablet,HP,computo,6454.95,2.0,19.0,45.0,5.0,marketplace,,12909.9,Buen precio y garantía
537.0,2024-07-02,Teclado,Dell,almacenamiento,5711.3,3.0,29.0,83.0,3.0,web,si,17133.9,Buena asesoría antes de comprar
538.0,2024-07-04,Mouse,Xiaomi,redes,6252.41,1.0,9.0,77.0,5.0,tienda,si,6252.41,Entrega rápida y producto original
539.0,2024-07-06,Teclado,Asus,,5180.99,1.0,2.0,109.0,2.0,tienda,no,5180.99,El pedido llegó incompleto
540.0,2024-07-07,Tablet,Lenovo,computo,2069.34,3.0,23.0,37.0,1.0,tienda,si,6208.02,Excelente atención técnica
541.0,2024-07-09,celular,Logitech,moviles,482.32,1.0,5.0,7.0,5.0,tienda,si,482.32,Buen precio y garantía
542.0,2024-07-11,Audifonos,HP,moviles,3480.57,,36.0,91.0,3.0,,si,6961.14,Buena asesoría antes de comprar
543.0,2024-07-12,,Apple,perifericos,3966.81,3.0,-23.0,89.0,4.0,tienda,no,11900.43,El pedido llegó incompleto
544.0,2024-07-14,Celular,HP,perifericos,5087.23,1.0,14.0,,1.0,marketplace,no,5087.23,Producto funcionando perfectamente
545.0,2024-07-16,teclado,Logitech,almacenamiento,1984.3,4.0,36.0,118.0,2.0,tienda,si,7937.2,Buena asesoría antes de comprar
546.0,2024-07-18,Monitor,Dell,redes,5289.87,4.0,-23.0,118.0,,tienda,no,21159.48,Excelente atención técnica
547.0,,Laptop,Asus,moviles,5353.67,4.0,15.0,,4.0,tienda,,21414.68, EXCELENTE ATENCIÓN TÉCNICA 
548.0,2024-07-21,Router,Xiaomi,redes,5206.68,-1.0,5.0,85.0,"2,00",web,si,5206.68,Buena asesoría antes de comprar
549.0,2024-07-23,Impresora,Lenovo,perifericos,795.41,3.0,16.0,5.0,2.0,web,no,2386.23,Recibí un producto diferente
550.0,2024-07-24,Impresora,Samsung,almacenamiento,4943.7,2.0,27.0,78.0,3.0,tienda,,,Buen precio y garantía
551.0,2024-07-26,SSD,Dell,redes,6109.28,2.0,16.0,39.0,5.0,tienda,no,12218.56,Buen precio y garantía
552.0,2024-07-28,Laptop,Samsung,almacenamiento,6383.72,2.0,29.0,17.0,4.0,web,si,12767.44,El pedido llegó incompleto
553.0,2024-07-29,Router,Samsung,moviles,1759.1,2.0,12.0,21.0,1.0,tienda,si,3518.2,El producto presentó fallas
554.0,2024-07-31,Monitor,Logitech,computo,3049.31,2.0,"20,00",53.0,5.0,tienda,si,6098.62,Entrega rápida y producto original
555.0,2024-08-02,,Logitech,almacenamiento,1003.52,1.0,10.0,86.0,4.0,web,no,1003.52,Entrega rápida y producto original
556.0,2024-08-04,Tablet,xiaomi,redes,1784.14,2.0,29.0,61.0,-5.0,tienda,si,3568.28,Entrega rápida y producto original
557.0,2024-08-05,Monitor,Logitech,moviles,5201.82,4.0,36.0,-2.0,3.0,tienda,si,20807.28,Producto funcionando perfectamente
558.0,2024-08-07,Celular,Apple,almacenamiento,4462.68,-1.0,12.0,90.0,3.0,,no,4462.68,Entrega rápida y producto original
559.0,2024-08-09,Teclado,Dell,redes,952.89,3.0,21.0,37.0,4.0,marketplace,si,2858.67,Entrega rápida y producto original
560.0,2024-08-10,Celular,,perifericos,6120.96,2.0,33.0,88.0,,web, NO ,12241.92,excelente atención técnica
561.0,2024-08-12,Audifonos,Samsung,computo,4256.0,2.0,19.0,80.0,,web,no,8512.0,
562.0,2024-08-14,Mouse,Logitech,almacenamiento,3775.69,1.0,"31,00","107,00",1.0,marketplace,no,3775.69,Producto funcionando perfectamente
563.0,2024-08-16,Laptop,Lenovo,almacenamiento,1189.21,3.0,25.0,88.0,4.0,marketplace,no,3567.63,Entrega rápida y producto original
564.0,2024-08-17,Router,Logitech,,1396.85,4.0,20.0,,1.0,web,si,5587.4,Excelente atención técnica
565.0,2024-08-19,Monitor,HP,moviles,58.92,2.0,11.0,,4.0,marketplace,no,117.84,Entrega rápida y producto original
566.0,2024-08-21,Teclado,Xiaomi,computo,"4139,79",4.0,24.0,,1.0,web,no,16559.16,Buen precio y garantía
567.0,2024-08-22,Router,Logitech,perifericos,6337.89,2.0,20.0,"10,00",1.0,,si,12675.78,Excelente atención técnica
568.0,2024-08-24,Celular,Lenovo,,2270.54,3.0,-36.0,24.0,4.0,web,no,6811.62,Entrega rápida y producto original
569.0,2024-08-26,SSD,Xiaomi,moviles,2974.21,4.0,18.0,51.0,4.0,tienda,no,11896.84,Excelente atención técnica
570.0,2024-08-27,Celular,Xiaomi,redes,837.09,4.0,35.0,50.0,5.0,marketplace,no,3348.36,Buena asesoría antes de comprar
571.0,2024-08-29,Monitor,Apple,moviles,515.13,2.0,27.0,109.0,2.0,marketplace,no,1030.26,Buen precio y garantía
572.0,2024-08-31,Tablet,Samsung,computo,2214.22,4.0,26.0,103.0,4.0,marketplace,no,8856.88,Buena asesoría antes de comprar
573.0,2024-09-02,,Lenovo,redes,204.68,2.0,,47.0,3.0,web,si,409.36,Excelente atención técnica
574.0,2024-09-03,Tablet,HP,computo,438.2,2.0,17.0,95.0,2.0,tienda,no,,Buen precio y garantía
575.0,2024-09-05,Laptop,Logitech,computo,5292.69,2.0,10.0,89.0,2.0,marketplace,no,10585.38,Demoraron en atender la garantía
576.0,2024-09-07,Impresora,HP,,1137.9,4.0,"5,00",40.0,3.0,web,,4551.6, DEMORARON EN ATENDER LA GARANTÍA 
577.0,2024-09-08,Mouse,Dell,redes,4880.29,1.0,4.0,100.0,1.0,marketplace,no,4880.29,Entrega rápida y producto original
578.0,,Monitor,Apple,perifericos,4124.75,-1.0,35.0,5.0,5.0,marketplace,si,-4124.75,Demoraron en atender la garantía
579.0,,SSD,Asus,redes,1036.51,2.0,16.0,75.0,3.0,marketplace,no,2073.02,Buen precio y garantía
580.0,2024-09-14,Mouse,,redes,5667.74,4.0,"27,00",111.0,3.0,web,no,"22670,96",Entrega rápida y producto original
581.0,2024-09-15,Audifonos,Asus,computo,,1.0,26.0,63.0,5.0,marketplace,si,3017.86,Producto funcionando perfectamente
582.0,2024-09-17,,Logitech,almacenamiento,2845.46,4.0,4.0,5.0,"4,00",tienda,si,-11381.84,Entrega rápida y producto original
583.0,2024-09-19,,Lenovo,perifericos,741.83,3.0,25.0,12.0,4.0,tienda,no,2225.49,Entrega rápida y producto original
584.0,2024-09-20,Mouse,Apple,moviles,"2102,18",3.0,15.0,52.0,2.0,web,no,6306.54,Producto funcionando perfectamente
585.0,2024-09-22,Mouse,Apple,moviles,5030.69,4.0,31.0,107.0,1.0,tienda,si,20122.76,Buen precio y garantía
586.0,2024-09-24,Impresora,Dell,moviles,5730.08,2.0,13.0,"63,00",1.0,tienda,,11460.16,El pedido llegó incompleto
587.0,,Laptop,Lenovo,almacenamiento,2678.21,2.0,20.0,,2.0,tienda,si,5356.42,Entrega rápida y producto original
588.0,2024-09-27,,Lenovo,almacenamiento,5501.76,4.0,13.0,48.0,5.0,marketplace,no,22007.04,Buena asesoría antes de comprar
589.0,2024-09-29,Impresora,Dell,perifericos,5280.99,1.0,13.0,3.0,4.0,tienda,no,5280.99,Buena asesoría antes de comprar
590.0,2024-10-01,,Apple,moviles,1112.14,1.0,22.0,24.0,3.0,,no,1112.14,Producto funcionando perfectamente
591.0,2024-10-02,SSD,Samsung,moviles,,2.0,5.0,109.0,4.0,web,si,3040.08,Recibí un producto diferente
592.0,,Laptop,Logitech,computo,4807.78,3.0,"20,00",82.0,1.0,marketplace,si,,buena asesoría antes de comprar
593.0,2024-10-06,Tablet,Xiaomi,computo,111.52,2.0,29.0,38.0,3.0,tienda,si,223.04,Excelente atención técnica
594.0, 2024-10-07 ,Teclado,Xiaomi,computo,3547.28,1.0,9.0,51.0,2.0,marketplace,,3547.28,Buen precio y garantía
595.0,2024-10-09,Router,Dell,computo,1976.91,4.0,33.0,57.0,2.0,web,no,,Entrega rápida y producto original
,,Tablet,Apple,redes,1469.59,1.0,18.0,118.0,1.0,,si,1469.59,Buen precio y garantía
597.0,2024-10-13,Celular,Logitech,moviles,3099.26,3.0,2.0,15.0,4.0,,si,9297.78,Recibí un producto diferente
598.0,2024-10-14,Audifonos,Dell,,,2.0,34.0,50.0,1.0,marketplace,no,,El producto presentó fallas
599.0,2024-10-16,Audifonos,Apple,computo,3351.28,2.0,35.0,,2.0,web,,6702.56,El pedido llegó incompleto
600.0,,,Samsung,redes,"6212,40",1.0,24.0,111.0,2.0,web,no,6212.4,Entrega rápida y producto original
601.0,2024-10-19,SSD,Logitech,moviles,6019.11,1.0,36.0,35.0,3.0,tienda,no,6019.11,Recibí un producto diferente
602.0,,Router,Dell,computo,1369.5,4.0,30.0,17.0,4.0,web,no,5478.0,Entrega rápida y producto original
603.0,2024-10-23, AUDIFONOS ,Samsung,moviles,2942.45,3.0,5.0,64.0,2.0,tienda,si,8827.35,Entrega rápida y producto original
604.0,2024-10-24,Tablet,Dell,moviles,2678.99,3.0,0.0,57.0,1.0,marketplace,no,,malo malo malo
605.0,2024-10-26,Impresora,Asus,almacenamiento,709.15,2.0,9.0,5.0,1.0,web,,1418.3,Excelente atención técnica
606.0,2024-10-28, TABLET ,Lenovo,perifericos,1232.27,3.0,29.0,4.0,3.0,,si,"3696,81",Producto funcionando perfectamente
607.0,2024-10-30,Laptop,Xiaomi,,3494.34,4.0,24.0,15.0,1.0,tienda,si,13977.36,Recibí un producto diferente
,2024-10-31,Teclado,Logitech,almacenamiento,4388.69,2.0,29.0,109.0,3.0,marketplace,no,8777.38,Buen precio y garantía
609.0,2024-11-02,Celular, HP ,moviles,3691.41,2.0,10.0,32.0,5.0,web,si,7382.82,Buen precio y garantía
610.0,2024-11-04,Audifonos,Samsung,perifericos,2728.8,3.0,24.0,30.0,5.0,web,si,"8186,40",Excelente atención técnica
611.0,2024-11-05,Teclado,Apple,moviles,5283.81,4.0,36.0,47.0,2.0,tienda,,21135.24,Buen precio y garantía
612.0,2024-11-07,Audifonos,Logitech, MOVILES ,5508.1,4.0,26.0,13.0,2.0,tienda,no,-22032.4,Producto funcionando perfectamente
613.0,2024-11-09,Teclado,,redes,4383.06,4.0,19.0,117.0,5.0,tienda,no,-17532.24,Buena asesoría antes de comprar
,2024-11-10,Celular,Apple,computo,1374.67,4.0,27.0,111.0,2.0,web,no,5498.68,Excelente atención técnica
615.0,2024-11-12,Impresora,Logitech,redes,2240.49,4.0,15.0,67.0,5.0,marketplace,si,8961.96,Producto funcionando perfectamente
616.0,2024-11-14,Teclado,Lenovo,perifericos,4612.85,4.0,15.0,99.0,4.0,tienda,no,18451.4,
617.0,2024-11-16,Audifonos,Dell,perifericos,-975.32,2.0,30.0,11.0,3.0,marketplace,si,1950.64,Producto funcionando perfectamente
618.0,2024-11-17,Monitor,,almacenamiento,-229.24,2.0,1.0,88.0,4.0,web,si,458.48,Mala atención postventa
619.0, 2024-11-19 ,Audifonos,Apple,moviles,4604.81,1.0,10.0,88.0,,,si,4604.81,Excelente atención técnica
620.0,2024-11-21,Impresora,Dell,computo,5866.25,,24.0,21.0,3.0,tienda,no,17598.75,el producto presentó fallas
621.0,2024-11-22,Monitor,Dell,moviles,962.56,3.0,16.0,,5.0,marketplace,no,2887.68,Excelente atención técnica
622.0,2024-11-24,Celular,HP,perifericos,"534,74",3.0,2.0,52.0,1.0,web,no,1604.22,Buen precio y garantía
623.0,2024-11-26,SSD,,redes,3536.79,4.0,17.0,89.0,2.0,web,si,14147.16,Producto funcionando perfectamente
624.0,2024-11-28,Router,Logitech,redes,6074.73,2.0,"24,00",101.0,4.0,,no,12149.46,Producto funcionando perfectamente
625.0,2024-11-29,Laptop,Samsung,,5551.58,"-4,00",14.0,,5.0,web,si,22206.32,Demoraron en atender la garantía
626.0,,Laptop,,perifericos,292.77,3.0,29.0,88.0,,marketplace,,878.31,El producto presentó fallas
,2024-12-03,Audifonos,Asus,,679.41,1.0,23.0,105.0,2.0,,si,679.41,Producto funcionando perfectamente
628.0,2024-12-04,Monitor,Xiaomi,computo,3960.21,1.0,28.0,11.0,1.0,tienda,si,3960.21,El producto presentó fallas
629.0,2024-12-06,Celular,Dell,almacenamiento,2499.07,3.0,"8,00",7.0,,web,no,7497.21,Buena asesoría antes de comprar
630.0,2024-12-08,Teclado,Asus,redes,845.11,3.0,21.0,"79,00",5.0,tienda,no,2535.33,Producto funcionando perfectamente
631.0,2024-12-09,SSD,Xiaomi,redes,2502.54,"3,00",28.0,33.0,4.0,web,si,7507.62,Entrega rápida y producto original
632.0,2024-12-11,Teclado,Samsung,computo,908.26,1.0,32.0,97.0,2.0,web,si,908.26,Excelente atención técnica
633.0,,Mouse,,redes,730.82,2.0,,106.0,2.0,,si,1461.64,Mala atención postventa
634.0,2024-12-15,Audifonos,HP,perifericos,5135.02,3.0,32.0,"4,00",3.0,tienda,,15405.06,Excelente atención técnica
,2024-12-16,Teclado,Asus,moviles,2207.04,3.0,0.0,25.0,2.0,tienda,si,-6621.12,Excelente atención técnica
636.0,2024-12-18,Teclado,xiaomi,redes,829.57,4.0,11.0,86.0,1.0,web,no,3318.28,recibí un producto diferente
637.0,2024-12-20,Monitor,Lenovo,moviles,3781.18,3.0,32.0,85.0,1.0,web,si,11343.54,Entrega rápida y producto original
638.0,2024-12-21,Router,Lenovo,computo,4819.92,3.0,28.0,108.0,4.0,tienda,si,14459.76,Buen precio y garantía
